time_h,mode,T_btes_C,T_aria_C,Tw_in_C,Tw_out_C,Q_rtc_W,Q_dc_W,Q_solar_W,Q_dc_demand_W,T_dc_ret_C,Ta_C,Tb_C,Tc_C,Td_C,n_iter,mpc_best_reward,threshold_mode,threshold_reward,mpc_gain,mpc_changed,mpc_n_candidates
16.0,charge,20.713963580268118,27.8,20.713963580268114,20.94864874787902,826.7143603256529,0.0,1390.0779999988474,0.0,27.8,49.14445803323048,22.662059572517194,20.222990691484256,20.001637689821848,2,2.248014276575626,charge,2.248014276575626,0.0,False,2
17.0,charge,20.690468749949964,27.3,20.690468749949957,20.896843296686882,765.0043295009322,0.0,989.4345000003254,0.0,27.3,45.68119543021464,22.42401496956637,20.25561928668469,20.00216683641935,2,1.4218675677380346,charge,1.4218675677380346,0.0,False,2
18.0,charge,20.634209694289147,26.6,20.634209694289154,20.802905415698717,664.2389638697239,0.0,555.5884999996352,0.0,26.6,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,2,0.6642389638697239,charge,0.6642389638697239,0.0,False,2
19.0,idle,20.19517273846202,25.9,,,0.0,0.0,0.0,0.0,25.9,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,0.0,idle,0.0,0.0,False,1
20.0,idle,20.15377357496644,25.1,,,0.0,0.0,0.0,0.0,25.1,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,0.5350707014013649,idle,0.5350707014013649,0.0,False,1
21.0,idle,20.128324312963233,24.4,,,0.0,0.0,0.0,0.0,24.4,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,1.014429264390634,idle,1.014429264390634,0.0,False,1
22.0,idle,20.110181259613057,23.6,,,0.0,0.0,0.0,0.0,23.6,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,1.4779724808949801,idle,1.4779724808949801,0.0,False,1
23.0,idle,20.096892481824966,23.1,,,0.0,0.0,0.0,0.0,23.1,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,2.0060484758602604,idle,2.0060484758602604,0.0,False,1
24.0,idle,20.086558251580374,22.7,,,0.0,0.0,0.0,0.0,22.7,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,2.6242132114339984,idle,2.6242132114339984,0.0,False,1
25.0,idle,20.078200050420065,22.4,,,0.0,0.0,0.0,0.0,22.4,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,3.33636046563916,idle,3.33636046563916,0.0,False,1
26.0,idle,20.07127222861757,22.4,,,0.0,0.0,0.0,0.0,22.4,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,4.125720013628576,idle,4.125720013628576,0.0,False,1
27.0,idle,20.065467077175505,22.4,,,0.0,0.0,0.0,0.0,22.4,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,4.967917005131697,idle,4.967917005131697,0.0,False,1
28.0,idle,20.060573371351836,22.2,,,0.0,0.0,0.0,0.0,22.2,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,5.827216975224369,idle,5.827216975224369,0.0,False,1
29.0,idle,20.05640593937143,22.1,,,0.0,0.0,0.0,0.0,22.1,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,6.656184802691847,idle,6.656184802691847,0.0,False,1
30.0,idle,20.052807779188743,23.2,,,0.0,0.0,0.0,0.0,23.2,41.07356900359474,22.07324923732733,20.283102428951736,20.002761890153465,1,7.41279612900827,idle,7.41279612900827,0.0,False,1
